,Norm True,Norm Predicted
439,1.018,0.903
440,1.019,0.907
441,1.025,0.877
442,1.03,0.861
443,1.036,0.881
444,1.037,0.915
445,1.04,0.905
446,1.042,0.889
447,1.048,0.875
448,1.051,0.885
449,1.051,0.925
450,1.054,0.909
451,1.06,0.891
452,1.063,0.878
453,1.067,0.884
454,1.07,0.922
455,1.072,0.908
456,1.074,0.887
457,1.077,0.872
458,1.083,0.89
459,1.084,0.916
460,1.087,0.904
461,1.09,0.885
462,1.092,0.868
463,1.095,0.898
464,1.098,0.918
465,1.101,0.903
466,1.103,0.881
467,1.11,0.875
468,1.112,0.903
469,1.114,0.912
470,1.116,0.901
471,1.118,0.877
472,1.123,0.875
473,1.127,0.902
474,1.13,0.915
475,1.133,0.9
476,1.137,0.882
477,1.14,0.88
478,1.144,0.901
479,1.146,0.914
480,1.149,0.895
481,1.149,0.886
482,1.15,0.88
483,1.151,0.899
484,1.155,0.911
485,1.158,0.893
486,1.161,0.886
487,1.161,0.882
488,1.163,0.901
489,1.165,0.9
490,1.167,0.896
491,1.171,0.884
492,1.174,0.885
493,1.177,0.9
494,1.179,0.905
495,1.183,0.893
496,1.186,0.872
497,1.187,0.886
498,1.188,0.9
499,1.189,0.892
500,1.192,0.896
501,1.199,0.881
502,1.203,0.886
503,1.205,0.906
504,1.209,0.903
505,1.211,0.896
506,1.214,0.874
507,1.218,0.885
508,1.221,0.907
509,1.226,0.905
510,1.23,0.896
511,1.234,0.876
512,1.237,0.879
513,1.238,0.912
514,1.244,0.899
515,1.247,0.895
516,1.25,0.882
517,1.253,0.882
518,1.257,0.917
519,1.26,0.897
520,1.261,0.89
521,1.265,0.879
522,1.273,0.876
523,1.279,0.909
524,1.282,0.888
525,1.284,0.874
526,1.286,0.872
527,1.288,0.882
528,1.289,0.903
529,1.292,0.887
530,1.294,0.875
531,1.295,0.878
532,1.298,0.888
533,1.3,0.912
534,1.301,0.888
535,1.303,0.869
536,1.306,0.87
537,1.313,0.891
538,1.315,0.911
539,1.32,0.888
540,1.325,0.879
541,1.329,0.87
542,1.333,0.89
543,1.334,0.906
544,1.336,0.883
545,1.34,0.882
546,1.343,0.879
547,1.345,0.889
548,1.349,0.9
549,1.352,0.884
550,1.355,0.879
551,1.36,0.879
552,1.363,0.893
553,1.365,0.903
554,1.366,0.881
555,1.367,0.868
556,1.37,0.881
557,1.372,0.892
558,1.373,0.892
559,1.373,0.89
560,1.374,0.883
561,1.382,0.885
562,1.384,0.894
563,1.385,0.885
564,1.386,0.888
565,1.39,0.869
566,1.394,0.879
567,1.397,0.893
568,1.4,0.896
569,1.403,0.887
570,1.403,0.876
571,1.404,0.88
572,1.408,0.899
573,1.411,0.898
574,1.414,0.891
575,1.415,0.876
576,1.42,0.882
577,1.422,0.903
578,1.425,0.903
579,1.429,0.886
580,1.433,0.874
581,1.437,0.88
582,1.44,0.912
583,1.45,0.891
584,1.456,0.894
585,1.459,0.881
586,1.461,0.88
587,1.466,0.91
588,1.466,0.892
589,1.468,0.877
590,1.469,0.874
591,1.472,0.877
592,1.474,0.912
593,1.475,0.882
594,1.477,0.868
595,1.484,0.878
596,1.485,0.881
597,1.49,0.897
598,1.493,0.875
599,1.494,0.87
600,1.499,0.872
601,1.502,0.889
602,1.504,0.907
603,1.505,0.885
604,1.507,0.87
605,1.509,0.875
606,1.51,0.886
607,1.512,0.902
608,1.514,0.883
609,1.515,0.883
610,1.516,0.876
611,1.517,0.895
612,1.52,0.902
613,1.522,0.883
614,1.521,0.875
615,1.517,0.878
616,1.515,0.894
617,1.512,0.899
618,1.509,0.884
619,1.507,0.876
620,1.504,0.879
621,1.5,0.891
622,1.496,0.894
623,1.494,0.885
624,1.491,0.878
625,1.488,0.882
626,1.485,0.895
627,1.483,0.889
628,1.482,0.889
629,1.481,0.869
630,1.476,0.881
631,1.473,0.894
632,1.468,0.887
633,1.465,0.887
634,1.458,0.869
635,1.453,0.878
636,1.447,0.894
637,1.444,0.891
638,1.438,0.886
639,1.435,0.875
640,1.43,0.876
641,1.428,0.903
642,1.427,0.901
643,1.425,0.882
644,1.422,0.872
645,1.42,0.876
646,1.419,0.91
647,1.418,0.899
648,1.417,0.886
649,1.415,0.871
650,1.413,0.873
651,1.412,0.907
652,1.411,0.889
653,1.41,0.88
654,1.409,0.873
655,1.409,0.877
656,1.407,0.908
657,1.406,0.885
658,1.404,0.88
659,1.402,0.879
660,1.401,0.884
661,1.399,0.905
662,1.397,0.888
663,1.396,0.872
664,1.392,0.875
665,1.388,0.879
666,1.382,0.905
667,1.381,0.883
668,1.379,0.863
669,1.376,0.873
670,1.374,0.891
671,1.373,0.906
