,Norm True,Norm Predicted
437,0.548,0.787
438,0.55,0.77
439,0.552,0.775
440,0.556,0.781
441,0.561,0.776
442,0.565,0.747
443,0.566,0.756
444,0.566,0.773
445,0.571,0.787
446,0.574,0.786
447,0.576,0.781
448,0.577,0.787
449,0.581,0.794
450,0.582,0.786
451,0.582,0.811
452,0.584,0.841
453,0.588,0.819
454,0.594,0.793
455,0.596,0.792
456,0.598,0.779
457,0.599,0.793
458,0.601,0.818
459,0.605,0.81
460,0.609,0.782
461,0.614,0.762
462,0.617,0.756
463,0.619,0.751
464,0.623,0.754
465,0.626,0.734
466,0.63,0.748
467,0.631,0.743
468,0.633,0.768
469,0.636,0.774
470,0.637,0.765
471,0.64,0.786
472,0.643,0.782
473,0.645,0.768
474,0.648,0.767
475,0.65,0.758
476,0.655,0.743
477,0.659,0.696
478,0.662,0.699
479,0.664,0.711
480,0.666,0.715
481,0.67,0.723
482,0.671,0.693
483,0.678,0.687
484,0.679,0.668
485,0.682,0.664
486,0.685,0.694
487,0.686,0.674
488,0.692,0.696
489,0.698,0.67
490,0.7,0.66
491,0.703,0.676
492,0.706,0.697
493,0.71,0.694
494,0.715,0.66
495,0.721,0.656
496,0.724,0.647
497,0.726,0.672
498,0.727,0.712
499,0.73,0.703
500,0.735,0.708
501,0.736,0.69
502,0.741,0.693
503,0.744,0.698
504,0.75,0.682
505,0.752,0.688
506,0.754,0.695
507,0.761,0.693
508,0.765,0.666
509,0.771,0.657
510,0.773,0.665
511,0.777,0.676
512,0.782,0.67
513,0.784,0.662
514,0.785,0.673
515,0.792,0.683
516,0.795,0.662
517,0.798,0.67
518,0.8,0.689
519,0.801,0.691
520,0.809,0.696
521,0.812,0.698
522,0.815,0.668
523,0.817,0.715
524,0.818,0.728
525,0.82,0.734
526,0.824,0.734
527,0.828,0.736
528,0.829,0.725
529,0.835,0.747
530,0.839,0.713
531,0.843,0.698
532,0.846,0.713
533,0.848,0.717
534,0.853,0.717
535,0.854,0.729
536,0.856,0.732
537,0.861,0.743
538,0.862,0.716
539,0.866,0.738
540,0.871,0.714
541,0.874,0.695
542,0.878,0.701
543,0.88,0.701
544,0.882,0.723
545,0.883,0.742
546,0.888,0.722
547,0.89,0.708
548,0.892,0.71
549,0.893,0.718
550,0.897,0.732
551,0.898,0.729
552,0.899,0.738
553,0.899,0.767
554,0.901,0.787
555,0.906,0.771
556,0.909,0.737
557,0.912,0.73
558,0.914,0.722
559,0.915,0.749
560,0.915,0.767
561,0.916,0.787
562,0.917,0.802
563,0.919,0.784
564,0.921,0.75
565,0.922,0.748
566,0.923,0.726
567,0.922,0.721
568,0.923,0.691
569,0.923,0.676
570,0.922,0.663
571,0.923,0.679
572,0.922,0.666
573,0.922,0.672
574,0.922,0.687
575,0.922,0.71
576,0.921,0.715
577,0.92,0.707
578,0.919,0.71
579,0.917,0.718
580,0.916,0.719
581,0.916,0.723
582,0.915,0.74
583,0.915,0.755
584,0.915,0.747
585,0.914,0.76
586,0.913,0.757
587,0.913,0.725
588,0.913,0.755
589,0.912,0.773
590,0.912,0.77
591,0.912,0.77
592,0.912,0.78
593,0.912,0.766
594,0.913,0.78
595,0.913,0.782
596,0.913,0.808
597,0.912,0.802
598,0.912,0.806
599,0.911,0.784
600,0.911,0.772
601,0.91,0.741
602,0.91,0.762
603,0.91,0.776
604,0.911,0.79
605,0.911,0.822
606,0.911,0.827
607,0.912,0.833
608,0.912,0.826
609,0.913,0.82
610,0.914,0.806
611,0.916,0.783
612,0.916,0.775
613,0.917,0.762
614,0.917,0.792
615,0.917,0.786
616,0.917,0.791
617,0.917,0.777
618,0.917,0.79
619,0.918,0.773
620,0.918,0.769
621,0.918,0.788
622,0.919,0.794
623,0.919,0.762
624,0.919,0.744
625,0.919,0.737
626,0.919,0.739
627,0.92,0.767
628,0.923,0.782
629,0.925,0.745
630,0.927,0.718
631,0.932,0.72
632,0.934,0.676
633,0.938,0.66
634,0.94,0.668
635,0.943,0.663
636,0.945,0.666
637,0.947,0.674
638,0.95,0.683
639,0.952,0.683
640,0.954,0.696
641,0.955,0.713
642,0.959,0.734
643,0.964,0.697
644,0.969,0.691
645,0.971,0.692
646,0.974,0.715
647,0.976,0.727
648,0.979,0.721
649,0.985,0.737
650,0.99,0.701
651,0.989,0.681
652,0.99,0.693
653,0.99,0.68
654,0.991,0.676
655,0.992,0.665
656,0.993,0.648
657,0.993,0.649
658,0.994,0.656
659,0.993,0.649
660,0.993,0.634
661,0.992,0.626
662,0.992,0.623
663,0.992,0.587
664,0.993,0.586
665,0.993,0.602
666,0.995,0.589
667,0.997,0.598
668,0.999,0.595
669,1.0,0.597
670,1.001,0.632
671,1.002,0.641
672,1.002,0.674
673,1.003,0.687
674,1.003,0.701
675,1.003,0.716
676,1.004,0.732
677,1.004,0.719
678,1.005,0.749
679,1.005,0.777
680,1.005,0.776
681,1.007,0.777
682,1.007,0.753
683,1.007,0.729
684,1.006,0.721
685,1.005,0.715
686,1.005,0.701
687,1.003,0.684
688,1.003,0.68
689,1.003,0.697
690,1.003,0.724
691,1.003,0.725
692,1.003,0.71
693,1.003,0.722
694,1.002,0.722
695,1.001,0.719
696,1.001,0.7
697,1.002,0.674
698,1.003,0.651
699,1.005,0.622
700,1.006,0.605
701,1.006,0.589
702,1.006,0.6
703,1.006,0.6
704,1.005,0.615
705,1.005,0.622
706,1.005,0.621
707,1.005,0.628
708,1.005,0.654
709,1.006,0.646
710,1.007,0.626
711,1.007,0.618
712,1.008,0.641
713,1.008,0.671
714,1.009,0.709
715,1.01,0.728
716,1.01,0.745
717,1.012,0.754
718,1.013,0.754
719,1.013,0.758
720,1.015,0.781
721,1.016,0.77
722,1.016,0.778
723,1.017,0.778
724,1.017,0.779
725,1.019,0.763
726,1.019,0.747
727,1.02,0.749
728,1.02,0.764
729,1.02,0.768
730,1.021,0.78
731,1.022,0.785
732,1.023,0.774
733,1.023,0.784
734,1.023,0.803
735,1.023,0.815
736,1.024,0.79
737,1.024,0.768
738,1.025,0.767
739,1.026,0.765
740,1.028,0.741
741,1.029,0.719
742,1.033,0.729
743,1.033,0.701
744,1.036,0.697
745,1.037,0.713
746,1.039,0.723
747,1.042,0.73
748,1.043,0.734
749,1.045,0.756
750,1.047,0.762
751,1.049,0.753
752,1.054,0.748
753,1.055,0.756
754,1.058,0.756
755,1.059,0.763
756,1.06,0.778
757,1.064,0.777
758,1.068,0.773
759,1.07,0.749
760,1.072,0.78
761,1.073,0.788
762,1.074,0.786
763,1.076,0.812
764,1.077,0.81
765,1.079,0.808
766,1.08,0.83
767,1.081,0.834
768,1.085,0.832
769,1.086,0.805
770,1.089,0.816
771,1.09,0.804
772,1.094,0.798
773,1.096,0.778
774,1.1,0.788
775,1.103,0.768
776,1.106,0.768
777,1.108,0.756
778,1.111,0.767
779,1.115,0.763
780,1.115,0.749
781,1.121,0.754
782,1.126,0.723
783,1.13,0.701
784,1.132,0.714
785,1.133,0.713
786,1.134,0.737
787,1.135,0.747
788,1.135,0.778
789,1.137,0.782
790,1.138,0.761
791,1.139,0.77
792,1.14,0.758
793,1.14,0.758
794,1.141,0.77
795,1.142,0.768
796,1.143,0.754
797,1.143,0.753
798,1.143,0.767
799,1.144,0.763
