,Norm True,Norm Predicted
529,1.477,0.911
530,1.48,0.912
531,1.478,0.912
532,1.475,0.913
533,1.474,0.914
534,1.472,0.912
535,1.469,0.913
536,1.467,0.911
537,1.463,0.912
538,1.46,0.913
539,1.459,0.914
540,1.458,0.913
541,1.455,0.915
542,1.454,0.916
543,1.453,0.918
544,1.453,0.919
545,1.452,0.92
546,1.452,0.917
547,1.446,0.919
548,1.446,0.917
549,1.443,0.917
550,1.44,0.916
551,1.439,0.918
552,1.438,0.918
553,1.437,0.918
554,1.437,0.915
555,1.433,0.913
556,1.43,0.913
557,1.427,0.913
558,1.425,0.914
559,1.424,0.91
560,1.418,0.91
561,1.416,0.908
562,1.411,0.91
563,1.409,0.91
564,1.405,0.912
565,1.405,0.911
566,1.401,0.911
567,1.397,0.911
568,1.394,0.914
569,1.393,0.912
570,1.389,0.914
571,1.388,0.917
572,1.387,0.918
573,1.385,0.918
574,1.384,0.917
575,1.381,0.918
576,1.38,0.916
577,1.377,0.918
578,1.377,0.915
579,1.374,0.913
580,1.371,0.91
581,1.367,0.911
582,1.366,0.911
583,1.365,0.912
584,1.364,0.914
585,1.364,0.915
586,1.361,0.915
587,1.36,0.914
588,1.356,0.918
589,1.356,0.919
590,1.356,0.92
591,1.356,0.921
592,1.355,0.92
593,1.353,0.921
594,1.352,0.921
595,1.352,0.918
596,1.349,0.919
597,1.348,0.92
598,1.346,0.92
599,1.345,0.919
600,1.343,0.919
601,1.341,0.918
602,1.338,0.912
603,1.33,0.914
604,1.325,0.917
605,1.324,0.917
606,1.322,0.918
607,1.32,0.918
608,1.317,0.917
609,1.314,0.918
610,1.312,0.917
611,1.31,0.916
612,1.305,0.918
613,1.303,0.916
614,1.299,0.918
615,1.298,0.918
616,1.295,0.918
617,1.292,0.917
618,1.29,0.917
619,1.287,0.914
620,1.283,0.915
621,1.28,0.916
622,1.278,0.914
623,1.273,0.916
624,1.271,0.916
625,1.268,0.914
626,1.265,0.911
627,1.259,0.913
628,1.257,0.914
629,1.254,0.916
630,1.252,0.915
631,1.25,0.915
632,1.247,0.913
633,1.244,0.912
634,1.239,0.914
635,1.237,0.915
636,1.235,0.916
637,1.232,0.916
638,1.229,0.917
639,1.227,0.92
640,1.226,0.919
641,1.224,0.914
642,1.217,0.914
643,1.215,0.915
644,1.212,0.916
645,1.21,0.916
646,1.209,0.915
647,1.206,0.915
648,1.205,0.913
649,1.199,0.911
650,1.193,0.912
651,1.191,0.908
652,1.183,0.907
653,1.177,0.908
654,1.173,0.91
655,1.169,0.91
656,1.164,0.911
657,1.162,0.907
658,1.155,0.908
659,1.152,0.911
660,1.15,0.91
661,1.146,0.911
662,1.145,0.914
663,1.144,0.909
664,1.138,0.912
665,1.136,0.91
666,1.131,0.905
667,1.123,0.908
668,1.121,0.904
